,Roadway Name,From,To,day,LBoro,Segment ID,LZip,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,daily_volume
1664,Cortlandt Alley,Walker Street,White Street,Weekend,1,32066,10013,2.0,4.75,7.0,14.0,2.75,2.75,1.5,2.75,5.25,11.5,10.5,8.75,8.75,8.5,10.0,10.0,8.0,6.75,8.25,5.25,4.25,1.75,2.75,1.5,149.25
4258,Walker St,Lafayette Street,Cortlandt Alley,Weekday,1,32072,10013,76.4,65.4,76.4,178.0,345.2,365.6,336.2,356.8,384.8,371.8,368.6,391.2,361.4,392.6,382.0,358.8,327.4,394.6,381.6,369.0,354.2,276.2,211.6,135.8,7261.6
4259,Walker St,Lafayette Street,Cortlandt Alley,Weekend,1,32072,10013,162.0,133.0,103.5,121.75,188.0,193.5,235.75,272.5,328.75,360.5,332.5,359.5,352.0,353.5,315.5,289.25,284.5,433.5,434.5,412.25,395.25,439.75,322.75,223.5,7047.5
4256,Walker St,Broadway,Lafayette Street,Weekday,1,32087,10013,193.4,112.4,73.8,64.0,95.8,256.4,365.6,342.4,363.4,392.0,367.2,337.2,378.8,400.8,391.2,332.6,401.2,412.8,422.0,450.8,356.6,320.4,293.6,247.8,7372.2
4257,Walker St,Broadway,Lafayette Street,Weekend,1,32087,10013,274.5,208.25,155.5,115.75,97.5,110.5,147.5,193.0,247.0,327.5,360.5,406.0,393.0,376.5,410.75,388.25,424.0,464.25,497.0,496.0,485.5,486.75,463.75,417.5,7946.75
4188,W Broadway,Prince Street,Spring Street,Weekday,1,32137,10012,173.25,117.75,75.33333333333333,52.833333333333336,51.333333333333336,82.91666666666667,154.33333333333334,196.33333333333334,217.91666666666666,289.9166666666667,304.5,281.6666666666667,269.25,281.25,263.5,262.0833333333333,227.25,236.41666666666666,240.91666666666666,237.16666666666666,228.91666666666666,200.83333333333334,196.41666666666666,186.41666666666666,4828.5
4189,W Broadway,Prince Street,Spring Street,Weekend,1,32137,10012,229.75,177.5,140.125,120.5,83.5,62.0,73.375,125.125,160.625,192.625,246.25,265.125,272.25,301.75,321.0,304.625,301.875,278.125,284.375,311.25,286.25,259.375,243.875,232.875,5274.125
4190,W Broadway,Spring Street,Prince Street,Weekday,1,32137,10012,138.35,92.65,62.45,55.8,85.3,140.7,212.95,264.75,283.0,298.25,288.5,305.95,302.25,299.2,303.85,289.2,284.2,289.5,314.1,319.55,291.15,267.15,256.35,214.0,5659.15
4191,W Broadway,Spring Street,Prince Street,Weekend,1,32137,10012,210.6875,166.0,122.4375,109.0,86.75,103.75,130.25,153.375,188.8125,224.6875,243.375,269.625,283.6875,289.625,292.375,291.5625,285.375,285.0,286.375,285.375,250.5,212.0,210.6875,179.375,5160.6875
30, 8 Ave  , Horatio Street , W 4 Street  ,Weekday,1,32274,10014,594.0,479.0,325.8333333333333,282.5,257.8333333333333,365.1666666666667,599.6666666666666,756.0,891.1666666666666,976.8333333333334,977.0,837.5,714.8333333333334,696.1666666666666,714.0,795.8333333333334,795.8333333333334,879.0,897.5,922.5,895.6666666666666,860.3333333333334,776.5,709.8333333333334,17000.5
31, 8 Ave  , Horatio Street , W 4 Street  ,Weekend,1,32274,10014,962.6666666666666,875.5,734.8333333333334,651.1666666666666,468.6666666666667,337.1666666666667,334.1666666666667,373.6666666666667,511.5,625.1666666666666,732.3333333333334,808.5,812.6666666666666,825.1666666666666,819.8333333333334,792.1666666666666,765.6666666666666,800.1666666666666,818.6666666666666,845.0,903.1666666666666,905.1666666666666,807.1666666666666,738.8333333333334,17249.0
698,8 Ave,Greenwich Avenue,14 Street/Canarsie Line,Weekday,1,32283,10014,472.6,337.6,248.4,224.0,249.2,374.2,520.2,778.8,891.2,876.4,799.4,759.8,715.2,717.6,724.8,740.8,762.4,796.0,894.4,856.0,826.6,811.6,693.0,643.6,15713.8
699,8 Ave,Greenwich Avenue,14 Street/Canarsie Line,Weekend,1,32283,10014,822.75,737.25,663.75,548.25,367.0,285.5,297.25,372.0,437.75,557.25,641.25,709.25,781.25,813.0,851.0,828.5,813.0,822.0,884.25,834.0,754.5,732.75,753.5,730.75,16037.75
700,8 Ave,Greenwich Avenue,W 14 Street,Weekday,1,32283,10014,765.0,564.4,420.4,346.6,334.8,469.8,692.6,976.2,1103.8,1123.6,1020.4,975.4,1014.6,999.6,1004.8,1019.2,1120.8,1174.2,1207.0,1187.2,1153.0,1089.2,1001.8,968.0,21732.4
701,8 Ave,Greenwich Avenue,W 14 Street,Weekend,1,32283,10014,1000.25,875.0,801.75,641.5,424.5,319.5,350.0,470.0,563.5,665.5,780.25,849.0,857.5,884.0,859.0,825.25,876.25,910.0,980.75,1026.75,989.0,922.0,841.0,748.0,18460.25
2406,Grand St,Broadway,Crosby Street,Weekday,1,32327,10013,240.46666666666667,155.4,87.6,77.93333333333334,93.06666666666666,174.8,240.73333333333332,285.6,335.3333333333333,384.0,413.1333333333333,406.8666666666667,382.3333333333333,377.53333333333336,409.3333333333333,439.46666666666664,443.73333333333335,446.06666666666666,467.53333333333336,463.53333333333336,464.6666666666667,428.26666666666665,438.46666666666664,376.8666666666667,8032.733333333334
2407,Grand St,Broadway,Crosby Street,Weekend,1,32327,10013,494.0,374.6666666666667,300.6666666666667,246.08333333333334,163.08333333333334,108.58333333333333,114.83333333333333,144.08333333333334,221.33333333333334,309.8333333333333,355.6666666666667,408.3333333333333,458.25,457.5,459.25,467.0833333333333,445.25,467.9166666666667,490.25,521.8333333333334,504.8333333333333,474.1666666666667,443.5,425.75,8856.75
1458,Canal St,Lafayette Street,Cortlandt Alley,Weekday,1,32329,10013,845.55,666.6,519.2,450.9,467.75,647.3,810.8,882.65,934.75,964.45,911.95,940.25,924.75,905.9,863.15,888.45,810.7,783.25,852.85,931.5,967.7,995.15,1021.75,1001.5,19988.8
1459,Canal St,Lafayette Street,Cortlandt Alley,Weekend,1,32329,10013,997.625,955.75,827.75,684.0625,588.9375,516.25,617.75,752.5,864.3125,903.75,894.75,880.5,843.125,902.0,863.5625,895.125,878.5,856.25,888.875,896.6875,977.625,973.625,983.0,910.5625,20352.875
2408,Grand St,Crosby Street,Lafayette Street,Weekday,1,32333,10013,562.2,368.1,244.0,176.4,156.7,322.5,495.0,569.5,734.5,847.9,946.3,921.9,919.7,877.4,916.8,886.2,942.1,924.5,928.0,1030.3,958.2,900.5,825.9,840.9,17295.5
2409,Grand St,Crosby Street,Lafayette Street,Weekend,1,32333,10013,934.375,833.375,628.875,519.5,306.0,227.75,162.625,233.0,343.625,534.375,703.375,803.875,842.5,796.0,831.25,844.25,813.625,824.25,920.0,979.75,937.25,855.75,812.625,771.875,16459.875
1393,Broome St,Broadway,Crosby Street,Weekday,1,32361,10013,468.8,320.4,261.0,311.2,429.4,728.6,835.2,911.0,861.8,837.4,743.6,667.8,687.8,708.2,724.4,660.8,428.4,377.0,422.8,521.4,583.8,621.6,611.6,609.2,14333.2
1394,Broome St,Broadway,Crosby Street,Weekend,1,32361,10013,800.25,685.5,487.5,432.75,463.25,512.0,633.75,723.25,837.5,854.25,826.25,782.75,824.0,788.25,771.5,662.25,543.5,563.5,624.25,701.5,757.0,772.25,764.25,756.0,16567.25
1395,Broome St,Crosby Street,Broadway,Weekday,1,32361,10013,440.8,314.5,250.8,277.5,403.6,626.9,652.0,639.8,718.0,671.1,658.8,672.8,646.7,647.9,621.8,557.0,509.4,492.6,501.9,592.6,630.2,627.3,619.2,539.2,13312.4
1396,Broome St,Crosby Street,Broadway,Weekend,1,32361,10013,572.625,523.75,475.25,453.0,437.375,411.25,510.875,558.875,629.125,652.75,694.125,671.75,632.125,632.125,537.5,521.125,487.5,490.625,524.25,570.625,625.625,586.5,596.25,589.75,13384.75
1253,Broadway,Prince Street,Spring Street,Weekday,1,32364,10012,326.8,293.0,459.4,645.6,710.6,764.8,737.8,757.0,744.8,795.2,809.4,785.6,813.8,820.6,940.0,1080.8,1241.6,1301.0,1236.2,1209.2,1231.2,981.2,701.8,524.6,19912.0
1254,Broadway,Prince Street,Spring Street,Weekend,1,32364,10012,1034.75,729.25,544.5,527.5,545.25,542.5,670.75,769.5,983.5,997.5,812.25,823.0,891.25,902.75,975.0,1037.75,1129.75,1156.0,1088.25,1144.75,1129.75,993.5,818.25,718.5,20965.75
1255,Broadway,Spring Street,Prince Street,Weekday,1,32364,10012,983.2,674.8,460.8,341.4,335.2,387.2,654.8,841.6,930.0,915.2,841.6,855.6,890.4,936.0,866.6,973.4,930.2,923.4,1059.6,1072.2,1248.0,1368.0,1405.2,1352.6,21247.0
1256,Broadway,Spring Street,Prince Street,Weekend,1,32364,10012,1555.5,1465.0,1194.25,882.0,586.5,348.0,387.25,478.0,606.75,717.75,863.5,924.5,872.0,920.5,912.25,921.0,935.5,964.25,1074.25,1089.5,1157.5,1198.75,1224.75,1210.5,22489.75
3836,Spring St,Broadway,Crosby Street,Weekday,1,32366,10012,443.2,342.6,233.6,186.4,162.4,176.0,252.2,329.8,387.4,424.4,421.8,417.0,388.6,421.0,412.0,414.0,399.0,428.6,446.2,470.0,503.0,504.8,469.8,514.2,9148.0
3837,Spring St,Broadway,Crosby Street,Weekend,1,32366,10012,598.75,562.75,528.0,457.25,322.0,172.25,155.75,211.5,232.25,313.25,360.0,400.5,402.0,385.25,357.5,362.25,356.75,363.5,403.75,480.25,528.25,547.25,536.25,546.25,9583.5
3838,Spring St,Crosby Street,Broadway,Weekday,1,32366,10012,304.8,275.9,244.9,235.2,255.9,250.4,249.2,266.5,274.2,294.6,303.7,305.6,299.7,292.0,291.7,258.9,273.5,261.1,306.2,363.4,361.0,344.2,346.3,348.7,7007.6
3839,Spring St,Crosby Street,Broadway,Weekend,1,32366,10012,417.125,352.875,375.75,309.375,258.125,219.75,225.875,266.25,271.875,324.375,389.375,402.5,434.5,389.625,368.125,362.25,332.875,295.625,367.875,345.5,345.625,368.125,425.875,409.25,8258.5
661,7 Ave,W 12 Street,W 13 Street,Weekday,1,32443,10011,1254.3,1021.2,737.3,620.3,549.7,665.1,1048.7,1283.3,1370.6,1378.0,1383.1,1404.1,1425.0,1398.8,1408.3,1431.7,1449.7,1458.8,1575.1,1705.2,1655.9,1629.3,1548.8,1537.1,30939.4
662,7 Ave,W 12 Street,W 13 Street,Weekend,1,32443,10011,1660.857142857143,1533.4285714285713,1483.857142857143,1335.5714285714287,946.4285714285714,610.5714285714286,589.0,698.2857142857143,849.8571428571429,1026.0,1184.7142857142858,1317.5714285714287,1319.7142857142858,1363.4285714285713,1332.7142857142858,1361.2857142857142,1398.5714285714287,1442.857142857143,1581.5714285714287,1589.2857142857142,1573.142857142857,1461.857142857143,1427.4285714285713,1409.4285714285713,30497.428571428572
599,6 Ave,W 11 Street,W 12 Street,Weekday,1,32449,10011,1328.2,1026.6,737.0,586.6,629.2,935.0,1426.4,1667.2,1640.0,1549.8,1468.6,1465.8,1412.6,1405.0,1466.8,1491.6,1460.6,1535.6,1569.6,1737.4,1780.8,1746.8,1670.0,1616.6,33353.8
600,6 Ave,W 11 Street,W 12 Street,Weekend,1,32449,10011,1665.0,1644.0,1478.75,1262.25,911.5,740.75,862.5,1091.5,1435.5,1544.25,1573.75,1618.5,1774.75,1697.5,1656.0,1692.0,1716.0,1693.0,1764.25,1793.25,1807.0,1784.0,1576.5,1548.5,36331.0
965,Ave Of Americas,W 11 Street,W 12 Street,Weekday,1,32449,10011,1360.4,1025.2,731.8,622.8,603.4,831.0,1389.8,1839.6,1809.8,1764.8,1789.2,1742.0,1591.8,1573.8,1662.4,1674.8,1602.4,1695.4,1835.4,1890.8,1958.0,1826.6,1815.0,1672.2,36308.4
966,Ave Of Americas,W 11 Street,W 12 Street,Weekend,1,32449,10011,1851.0,1883.0,1780.6666666666667,1592.0,1153.0,771.6666666666666,748.3333333333334,930.3333333333334,1080.6666666666667,1402.6666666666667,1496.0,1598.3333333333333,1689.6666666666667,1649.6666666666667,1650.0,1665.6666666666667,1455.0,1602.6666666666667,1812.6666666666667,1799.0,1600.0,1742.6666666666667,1688.3333333333333,1459.6666666666667,36102.666666666664
967,Ave Of The Americas,6 Avenue Line,6 Avenue Line,Weekday,1,32449,10011,1066.2,818.8,491.8,413.8,434.2,762.8,1070.0,1331.2,1631.4,1535.8,1616.0,1661.0,1644.0,1713.6,1591.8,1628.2,1694.0,1771.2,1793.6,1674.0,1687.0,1685.8,1663.8,1454.2,32834.2
968,Ave Of The Americas,6 Avenue Line,6 Avenue Line,Weekend,1,32449,10011,1423.5,1408.75,1192.5,945.5,756.75,626.25,773.75,942.5,1333.25,1417.5,1534.25,1658.0,1555.5,1496.0,1552.75,1514.75,1371.25,1498.0,1515.25,1523.0,1493.75,1557.0,1525.75,1288.5,31904.0
1955,E 4 St,Broadway,Lafayette Street,Weekday,1,32585,10003,152.8,97.5,62.6,41.7,40.0,69.2,114.1,157.8,201.9,221.1,227.7,216.5,199.1,212.1,220.5,245.5,262.2,275.5,293.9,281.4,274.4,249.7,236.4,235.4,4589.0
1956,E 4 St,Broadway,Lafayette Street,Weekend,1,32585,10003,315.875,297.125,244.875,154.0,85.125,48.625,58.5,66.125,99.375,126.0,154.75,202.375,226.875,230.375,236.125,236.0,272.625,265.375,300.5,270.875,281.0,235.5,242.125,227.5,4877.625
1957,E 4Th St,Broadway ,Lafayette St,Weekday,1,32585,10003,174.33333333333334,114.5,83.16666666666667,62.0,41.333333333333336,46.166666666666664,71.0,105.83333333333333,173.5,218.0,246.66666666666666,227.0,242.83333333333334,227.66666666666666,234.5,256.0,245.33333333333334,254.5,276.0,292.3333333333333,291.6666666666667,254.83333333333334,237.33333333333334,251.5,4628.0
1958,E 4Th St,Broadway ,Lafayette St,Weekend,1,32585,10003,336.0,312.75,274.25,228.25,123.75,55.25,45.5,51.25,91.25,113.0,144.5,174.5,207.75,234.75,216.5,244.25,268.75,240.5,278.5,302.0,295.75,272.0,262.5,237.0,5010.5
528,5 Ave,E 11 Street,E 12 Street,Weekday,1,32618,10011,748.6,518.1,336.5,246.9,197.0,253.4,439.3,680.8,802.7,861.7,870.4,835.6,881.0,902.0,889.6,897.0,935.1,972.3,1047.8,1152.5,1178.0,1104.6,1054.0,1012.7,18817.6
529,5 Ave,E 11 Street,E 12 Street,Weekend,1,32618,10011,1203.857142857143,1056.857142857143,917.4285714285714,723.0,446.14285714285717,252.85714285714286,245.42857142857142,325.2857142857143,436.42857142857144,534.2857142857143,678.4285714285714,735.1428571428571,774.0,818.0,849.0,877.0,873.4285714285714,906.8571428571429,1009.2857142857143,1063.857142857143,1043.142857142857,999.2857142857143,1013.4285714285714,929.7142857142857,18712.14285714286
530,5 Ave,E 12 Street,E 13 Street,Weekday,1,32621,10011,497.3,364.0,312.2,406.7,504.9,601.7,786.1,1005.2,1008.1,1068.9,1138.2,1139.4,1141.7,1080.4,1199.4,1139.2,1085.6,1040.8,1023.8,1000.1,1043.3,964.4,853.3,761.6,21166.3
531,5 Ave,E 12 Street,E 13 Street,Weekend,1,32621,10011,856.875,705.875,590.875,521.125,513.25,540.75,621.875,710.125,913.125,998.75,1166.375,1176.875,1162.375,1183.0,1193.375,1135.75,1133.125,1093.5,1190.75,1108.75,1074.0,962.125,892.5,793.625,22238.75
2235,Forsyth St,Grand Street,Broome Street,Weekday,1,32651,10002,129.0,117.6,101.8,62.6,44.2,45.0,75.0,86.2,109.2,124.8,110.0,128.6,120.4,121.8,117.8,125.2,113.2,95.6,109.0,139.2,116.4,132.2,126.4,150.2,2601.4
2236,Forsyth St,Grand Street,Broome Street,Weekend,1,32651,10002,266.5,205.5,159.0,138.0,89.75,56.5,72.0,109.75,133.25,118.5,134.75,117.5,161.0,152.25,124.0,134.75,142.25,130.25,193.25,169.25,156.5,171.25,210.5,209.5,3555.75
55, Bowery  , E Houston Street , Prince Street  ,Weekday,1,32698,10012,754.3333333333334,565.3333333333334,423.3333333333333,306.5,293.1666666666667,298.0,491.1666666666667,701.0,816.5,831.8333333333334,828.3333333333334,859.5,852.8333333333334,853.3333333333334,881.6666666666666,945.3333333333334,974.1666666666666,951.5,920.5,904.1666666666666,908.5,893.8333333333334,857.3333333333334,918.0,18030.166666666668
56, Bowery  , E Houston Street , Prince Street  ,Weekend,1,32698,10012,895.0,916.5,887.0,948.5,796.0,416.75,350.0,407.0,501.75,576.75,643.75,700.25,772.25,790.0,825.25,784.25,778.25,740.5,801.5,785.0,860.25,833.25,816.75,789.0,17615.5
1520,Chrystie St,2 Avenue,Delancey Street,Weekday,1,32706,10002,246.5,175.66666666666666,140.33333333333334,131.83333333333334,225.33333333333334,325.1666666666667,275.6666666666667,388.5,427.5,406.3333333333333,396.1666666666667,361.5,351.0,347.0,366.3333333333333,365.0,341.8333333333333,360.0,332.1666666666667,290.5,260.1666666666667,242.5,357.5,330.8333333333333,7445.333333333333
1521,Chrystie St,2 Avenue,Delancey Street,Weekend,1,32706,10002,420.0,377.25,294.75,262.0,256.5,311.75,449.5,416.75,420.25,354.75,359.5,359.5,448.0,447.5,474.5,426.75,388.0,401.75,395.5,368.75,345.0,356.75,392.5,408.5,9136.0
1522,Chrystie St,6 Avenue Line,6 Avenue Line,Weekday,1,32706,10002,335.4,229.0,166.5,138.8,158.8,244.6,370.2,430.1,464.0,498.2,482.5,508.7,458.3,457.2,462.9,438.4,409.6,397.5,429.8,429.8,495.9,481.3,425.5,397.3,9310.3
1523,Chrystie St,6 Avenue Line,6 Avenue Line,Weekend,1,32706,10002,519.375,448.625,414.125,368.625,313.375,209.125,224.0,270.625,282.625,321.0,354.25,422.875,451.125,446.25,486.875,489.375,493.125,475.25,491.75,494.0,477.75,455.0,478.25,423.375,9810.75
1524,Chrystie St,Stanton Street,Rivington Street,Weekday,1,32706,10002,401.4,264.6,208.4,165.0,191.7,244.5,353.4,460.0,502.2,495.6,487.7,478.3,479.7,472.5,490.5,513.6,493.2,511.7,519.0,534.2,524.3,486.2,470.1,474.2,10222.0
1525,Chrystie St,Stanton Street,Rivington Street,Weekend,1,32706,10002,581.25,554.125,421.875,392.25,313.5,219.625,252.125,299.875,326.125,367.25,420.625,471.375,511.125,520.5,516.625,546.875,549.75,531.625,505.375,524.375,520.5,532.25,520.125,510.0,10909.125
485,4 Ave,E 9 Street,E 10 Street,Weekday,1,32775,10003,562.4,391.6,243.5,176.5,159.9,219.8,415.3,715.1,900.4,952.7,905.1,851.2,868.0,844.2,888.3,855.8,870.9,1014.0,996.1,1045.5,1021.5,966.5,855.7,785.4,17505.4
486,4 Ave,E 9 Street,E 10 Street,Weekend,1,32775,10003,995.8571428571429,940.5714285714286,824.5714285714286,615.5714285714286,348.85714285714283,202.57142857142858,216.57142857142858,288.42857142857144,407.85714285714283,533.0,636.2857142857143,733.1428571428571,793.5714285714286,842.7142857142857,813.8571428571429,825.5714285714286,834.4285714285714,859.8571428571429,959.5714285714286,1001.1428571428571,957.2857142857143,997.0,884.1428571428571,824.1428571428571,17336.571428571428
1225,Broadway,Broadway Line,Broadway Line,Weekday,1,32787,10003,511.0,316.8,212.8,176.2,176.2,286.8,494.6,701.4,765.0,764.8,740.4,679.6,718.4,708.4,765.2,719.2,728.6,789.4,896.4,867.2,908.0,881.6,812.6,749.2,15369.8
1227,Broadway,Broadway Line,Broadway Line,Weekend,1,32787,10003,798.25,736.25,603.25,456.25,295.5,193.5,206.75,284.5,378.5,479.0,607.75,672.0,759.75,798.25,766.5,745.25,776.25,806.0,797.75,810.0,790.0,775.0,793.0,759.25,15088.5
1245,Broadway,E 11 Street,E 12 Street,Weekday,1,32787,10003,931.2,642.5,420.4,300.1,273.6,358.0,642.2,1008.3,1136.3,1169.1,1180.3,1143.5,1181.0,1157.9,1149.0,1162.4,1156.2,1159.8,1253.4,1297.9,1302.8,1245.5,1197.9,1201.7,23671.0
1246,Broadway,E 11 Street,E 12 Street,Weekend,1,32787,10003,1314.7142857142858,1209.5714285714287,1086.4285714285713,894.2857142857143,535.4285714285714,308.7142857142857,300.0,397.7142857142857,542.2857142857143,690.1428571428571,821.2857142857143,950.0,1028.142857142857,1005.7142857142857,1040.2857142857142,1051.857142857143,1087.2857142857142,1107.7142857142858,1127.2857142857142,1216.4285714285713,1189.7142857142858,1099.2857142857142,1035.857142857143,1003.0,22043.14285714286
1837,E 14 St,14 Street/Canarsie Line,14 Street/Canarsie Line,Weekday,1,32807,10003,168.0,130.6,102.3,81.4,85.1,106.6,77.1,102.1,121.7,124.4,131.6,130.4,136.7,137.9,136.2,139.0,122.5,109.9,113.6,114.8,114.1,111.5,223.0,217.9,3038.4
1838,E 14 St,14 Street/Canarsie Line,14 Street/Canarsie Line,Weekend,1,32807,10003,239.875,243.625,202.875,197.625,151.125,97.0,45.0,49.0,66.0,68.5,76.125,88.75,115.5,111.625,128.375,110.25,122.25,122.625,128.625,122.125,132.5,125.375,246.25,220.375,3211.375
1839,E 14 St,4 Avenue,Broadway,Weekday,1,32807,10003,412.7,338.8,270.95,222.5,199.6,232.8,342.05,437.15,474.8,483.15,487.7,460.4,468.65,469.0,479.85,504.0,488.5,483.55,513.45,549.9,539.2,537.25,509.15,492.45,10397.55
1840,E 14 St,4 Avenue,Broadway,Weekend,1,32807,10003,557.5,537.4285714285714,531.7857142857143,499.85714285714283,388.0,258.0,250.5,286.5,332.7857142857143,379.92857142857144,418.92857142857144,451.57142857142856,476.2142857142857,489.42857142857144,502.42857142857144,503.7142857142857,500.7142857142857,503.92857142857144,518.7857142857143,546.3571428571429,537.5714285714286,511.92857142857144,491.64285714285717,475.42857142857144,10950.92857142857
364,3 Ave,E 12 Street,E 13 Street,Weekday,1,32932,10003,658.55,502.9,341.35,263.0,245.25,308.45,455.95,621.9,725.2,721.6,730.65,725.2,733.7,718.45,739.85,743.55,721.6,763.2,795.7,845.4,879.25,839.55,780.7,810.15,15671.1
365,3 Ave,E 12 Street,E 13 Street,Weekend,1,32932,10003,940.9285714285714,878.6428571428571,897.2142857142857,849.6428571428571,536.4285714285714,334.64285714285717,340.42857142857144,409.7142857142857,472.0,525.6428571428571,597.7142857142857,676.6428571428571,745.4285714285714,778.7142857142857,734.3571428571429,741.4285714285714,722.2857142857143,760.5714285714286,826.0,901.0714285714286,880.8571428571429,821.2857142857143,750.0,723.5,16845.14285714286
521,5 Ave,Broadway,E 26 Street,Weekday,1,33012,10010,1101.4,746.0,454.2,347.2,253.6,324.6,671.2,1111.2,1223.6,1256.0,1198.0,1175.0,1218.2,1165.0,1202.6,1228.0,1221.8,1156.2,1325.2,1470.8,1497.8,1426.8,1482.2,1491.8,25748.4
522,5 Ave,Broadway,E 26 Street,Weekend,1,33012,10010,1479.3333333333333,1382.3333333333333,1287.6666666666667,1020.0,626.0,347.0,325.6666666666667,426.0,582.3333333333334,753.6666666666666,889.3333333333334,1002.0,1006.0,1102.0,1160.0,1228.0,1275.6666666666667,1172.0,1347.3333333333333,1366.0,1356.3333333333333,1282.6666666666667,1307.0,1184.3333333333333,24908.666666666668
542,5 Ave,W 25 Street,Broadway,Weekday,1,33012,10010,1021.0,648.2,404.0,303.2,276.2,364.6,772.8,1015.6,1106.6,919.0,948.0,931.0,1084.6,1121.8,1213.6,1186.2,1192.6,1340.2,1566.8,1521.4,1516.4,1346.0,1368.8,1351.6,24520.2
543,5 Ave,W 25 Street,Broadway,Weekend,1,33012,10010,1607.75,1591.0,1411.5,1098.25,730.75,435.25,413.25,545.5,713.25,1016.25,1313.25,1398.75,1541.5,1408.75,1506.5,1590.75,1572.0,1387.5,1440.0,1547.75,1591.5,1417.5,1338.5,1343.25,29960.25
544,5 Ave,W 25 Street,E 26 Street,Weekday,1,33018,10010,882.7,576.8,386.3,289.3,270.6,392.9,783.5,1147.1,1277.4,1222.9,1139.8,1126.1,1101.5,961.3,1034.0,1126.3,1150.1,1226.3,1385.3,1418.3,1449.1,1395.8,1301.5,1219.8,24264.7
545,5 Ave,W 25 Street,E 26 Street,Weekend,1,33018,10010,1315.75,1169.0,925.375,696.625,432.0,316.25,374.5,479.25,648.25,820.875,957.375,1075.0,1139.75,1171.0,1040.5,1149.25,1219.5,1265.625,1340.375,1333.5,1302.75,1269.75,1196.0,1117.75,23756.0
153,1 Ave,E 11 Street,E 12 Street,Weekday,1,33119,10003,924.6,704.2,514.6,411.4,455.4,643.2,897.8,1148.4,1255.8,1238.8,1211.2,1129.6,1134.4,1160.0,1228.6,1195.8,1109.8,1337.4,1407.8,1360.4,1445.0,1352.0,1147.4,1180.2,25593.8
154,1 Ave,E 11 Street,E 12 Street,Weekend,1,33119,10003,1047.25,755.0,554.25,483.5,450.0,744.75,731.25,934.25,937.75,1039.75,1000.25,1056.5,1211.0,1489.75,1312.0,1193.0,1027.75,1211.5,1320.25,1191.75,1244.75,1199.25,1024.25,936.5,24096.25
155,1 Ave,E 12 Street,E 13 Street,Weekday,1,33121,10003,811.6,590.1333333333333,430.6,335.0,368.4,521.4,812.4666666666667,1060.1333333333334,1145.0,1143.9333333333334,1172.5333333333333,1094.8666666666666,1104.8666666666666,1090.7333333333333,1133.1333333333334,1071.8,999.4666666666667,1119.8666666666666,1174.4,1285.8,1287.3333333333333,1223.8,1150.5333333333333,1121.8,23249.6
156,1 Ave,E 12 Street,E 13 Street,Weekend,1,33121,10003,1481.909090909091,1486.1818181818182,1429.8181818181818,1138.1818181818182,726.3636363636364,468.0,574.0909090909091,637.2727272727273,653.7272727272727,751.6363636363636,838.0909090909091,931.6363636363636,1060.090909090909,1134.0,1147.2727272727273,1137.7272727272727,1116.8181818181818,1133.6363636363637,1256.4545454545455,1345.2727272727273,1279.4545454545455,1247.7272727272727,1230.1818181818182,1152.1818181818182,25357.727272727272
2830,Lexington Ave,E 27 Street,E 28 Street,Weekday,1,33186,10016,526.0,336.9,239.1,195.3,220.3,407.8,701.9,996.2,1046.4,982.1,929.2,980.5,906.7,890.9,921.8,947.1,879.2,1017.6,1102.8,1042.0,1004.5,951.5,927.3,842.7,18995.8
2831,Lexington Ave,E 27 Street,E 28 Street,Weekend,1,33186,10016,886.375,850.5,719.875,451.375,279.125,251.75,291.125,408.75,487.5,609.5,742.625,744.0,854.5,828.625,864.75,876.25,885.125,906.5,915.125,975.25,963.25,912.375,914.0,833.375,17451.625
919,Ave B,E 11 Street,E 12 Street,Weekday,1,33255,10009,149.4,118.65,74.7,61.55,62.0,91.3,120.25,153.55,216.95,191.4,185.45,184.7,202.0,211.5,207.35,193.5,190.4,197.3,205.75,217.55,242.0,236.3,221.9,217.75,4153.2
920,Ave B,E 11 Street,E 12 Street,Weekend,1,33255,10009,306.125,264.9375,208.875,160.1875,97.625,76.0,80.5,103.3125,127.1875,126.25,140.4375,137.6875,164.3125,181.9375,168.0625,152.8125,145.1875,159.75,178.0,202.75,215.8125,202.0,197.1875,201.625,3998.5625
379,3 Ave,E 27 Street,E 28 Street,Weekday,1,33305,10016,1309.2,970.8,688.3,554.3,583.0,773.1,1160.6,1549.3,1546.5,1462.5,1525.9,1520.8,1510.8,1603.6,1662.2,1655.8,1573.4,1622.7,1735.9,1795.3,1867.5,1916.0,1760.1,1633.7,33981.3
